Wall time,Step,Value
1571006343.127356,1,10.59133243560791
1571006663.2680616,2,9.922438621520996
1571006983.4601846,3,9.912177085876465
1571007302.9211037,4,9.606863021850586
1571007622.7001777,5,8.924661636352539
1571007943.3299155,6,8.052824974060059
1571008263.987153,7,7.385134220123291
1571008584.9859316,8,6.356516361236572
1571008905.3225553,9,5.816684246063232
1571009226.1229074,10,5.534385681152344
1571009547.5103543,11,5.22904109954834
1571009868.767001,12,5.117733478546143
1571010190.3273506,13,5.03720760345459
1571010511.077026,14,4.945765018463135
1571010831.8504002,15,4.818792819976807
1571011153.3332632,16,4.7936601638793945
1571011474.9701798,17,4.6535115242004395
1571011796.280937,18,4.5655107498168945
1571012117.1871476,19,4.498010158538818
1571012437.866638,20,4.429010391235352
1571012760.0666237,21,4.352305889129639
1571013081.5935345,22,4.31749153137207
1571013403.1690953,23,4.256350517272949
1571013724.4494443,24,4.195672512054443
1571014045.163872,25,4.156813144683838
1571014366.3901436,26,4.104634761810303
1571014687.9039304,27,4.066092014312744
1571015009.4885507,28,4.008138179779053
1571015330.4363086,29,3.9975056648254395
1571015650.8475306,30,3.9520838260650635
1571015972.0817068,31,3.914510726928711
1571016292.8480904,32,3.894026279449463
1571016613.9515848,33,3.8591506481170654
1571016934.5706015,34,3.8331685066223145
1571017254.4939382,35,3.812281847000122
1571017575.4176059,36,3.7886438369750977
1571017897.1847634,37,3.767746925354004
1571018218.6692073,38,3.724114418029785
1571018540.0107315,39,3.715190887451172
1571018860.7533891,40,3.678077220916748
1571019182.6214669,41,3.662524700164795
1571019503.970805,42,3.625459909439087
1571019825.3161957,43,3.615009069442749
1571020146.6197536,44,3.5952017307281494
1571020466.8798084,45,3.579441547393799
1571020788.4527667,46,3.549393892288208
1571021109.4398503,47,3.5403356552124023
1571021430.9394572,48,3.523594379425049
1571021752.3577862,49,3.5049149990081787
1571022073.3752158,50,3.467252492904663
1571022395.4871676,51,3.454051971435547
1571022717.1625845,52,3.4405932426452637
1571023039.4880354,53,3.42872953414917
1571023362.2697935,54,3.410344362258911
1571023683.0514758,55,3.389662265777588
1571024004.7395449,56,3.366182565689087
1571024326.713976,57,3.355473518371582
1571024648.72199,58,3.348789691925049
1571024970.534447,59,3.3300013542175293
1571025291.9605966,60,3.3124382495880127
1571025613.8915424,61,3.2975075244903564
1571025935.7575378,62,3.2802700996398926
1571026257.488179,63,3.2755086421966553
1571026579.5172703,64,3.2599499225616455
