Wall time,Step,Value
1570872199.520332,1,2.7227671146392822
1570872525.269261,2,2.6413705348968506
1570872851.035944,3,2.626447916030884
1570873177.666452,4,2.5399742126464844
1570873504.0967395,5,2.4294986724853516
1570873830.9049997,6,2.3331692218780518
1570874157.9566405,7,2.2361092567443848
1570874484.496344,8,2.155085563659668
1570874811.899832,9,2.1002070903778076
1570875139.2891073,10,2.0392415523529053
1570875467.3793097,11,1.9961562156677246
1570875795.1608813,12,1.9657377004623413
1570876122.1401258,13,1.9258800745010376
1570876448.8898072,14,1.8991563320159912
1570876776.3582625,15,1.867809534072876
1570877104.0781693,16,1.8523119688034058
1570877431.9268126,17,1.8353917598724365
1570877759.4300396,18,1.8148504495620728
1570878086.0810957,19,1.809240460395813
1570878413.6293056,20,1.7891881465911865
1570878742.0193455,21,1.775184154510498
1570879070.0369585,22,1.7538578510284424
1570879397.858152,23,1.7353334426879883
1570879725.2169085,24,1.723164439201355
1570880052.3843756,25,1.7084903717041016
1570880380.4916453,26,1.6964706182479858
1570880708.4596603,27,1.678071141242981
1570881036.2656717,28,1.6743404865264893
1570881364.2193382,29,1.6537163257598877
1570881691.4376552,30,1.6456483602523804
1570882019.3429172,31,1.6286484003067017
1570882347.0539982,32,1.6195032596588135
1570882674.8379455,33,1.6025844812393188
1570883002.8017592,34,1.5990568399429321
1570883330.517703,35,1.5807236433029175
1570883657.7859712,36,1.5820579528808594
1570883985.8781211,37,1.567258596420288
1570884313.9975982,38,1.5564638376235962
1570884642.0970535,39,1.5364739894866943
1570884970.053941,40,1.5343923568725586
1570885297.6725695,41,1.5186768770217896
1570885625.233053,42,1.5213782787322998
1570885953.328889,43,1.521761417388916
1570886281.1419253,44,1.5064363479614258
1570886608.8959498,45,1.4968218803405762
1570886936.2643316,46,1.4859637022018433
1570887262.83211,47,1.4836472272872925
1570887590.7336013,48,1.4715064764022827
1570887918.766677,49,1.466032862663269
1570888246.3290277,50,1.4572722911834717
1570888574.25172,51,1.4474354982376099
1570888900.9571073,52,1.4399995803833008
1570889228.2426126,53,1.439535140991211
1570889555.964872,54,1.4329520463943481
1570889883.347819,55,1.4223053455352783
1570890210.9424996,56,1.4308050870895386
1570890538.3168607,57,1.4167759418487549
1570890864.5112028,58,1.4095004796981812
1570891192.3215902,59,1.4003982543945312
1570891520.1488597,60,1.3974252939224243
1570891848.1646695,61,1.3954799175262451
1570892175.6307366,62,1.3847219944000244
1570892502.3014617,63,1.3792082071304321
1570892829.3735638,64,1.37092924118042
1570893156.735019,65,1.3617974519729614
1570893484.164936,66,1.3639167547225952
1570893811.864935,67,1.3589093685150146
1570894139.168833,68,1.3505456447601318
1570894465.5066512,69,1.342871904373169
1570894793.2915516,70,1.3417208194732666
1570895121.3489091,71,1.3367303609848022
1570895449.022663,72,1.3310177326202393
1570895776.5056133,73,1.3269554376602173
1570896103.280195,74,1.3170112371444702
1570896429.9891164,75,1.3245937824249268
1570896757.6144416,76,1.3187695741653442
1570897085.2578778,77,1.3096909523010254
1570897412.7224486,78,1.3028287887573242
1570897739.7366416,79,1.2982542514801025
1570898066.3857346,80,1.2924543619155884
1570898394.2134702,81,1.2879750728607178
1570898721.5470777,82,1.289280652999878
1570899048.9463606,83,1.2820820808410645
1570899376.3877203,84,1.2778419256210327
1570899703.1092603,85,1.268939733505249
1570900030.1602888,86,1.2729347944259644
1570900357.5878384,87,1.2638355493545532
1570900685.302376,88,1.2576946020126343
1570901012.8273377,89,1.2577025890350342
1570901340.1360567,90,1.2512457370758057
1570901667.022019,91,1.2547023296356201
1570901994.4579098,92,1.2413147687911987
1570902321.830011,93,1.2421942949295044
1570902649.3759525,94,1.2419027090072632
1570902976.8700125,95,1.2373298406600952
1570903303.7552507,96,1.22782564163208
1570903630.780835,97,1.2237215042114258
1570903958.52582,98,1.2216606140136719
1570904285.997171,99,1.2216321229934692
1570904613.588683,100,1.220941424369812
1570906425.8924,101,1.2128615379333496
1570906747.3585744,102,1.2049617767333984
1570907069.0391254,103,1.2099661827087402
1570907390.6208987,104,1.2019789218902588
1570907711.4115477,105,1.187533974647522
1570908032.2817585,106,1.2026447057724
1570908353.6839535,107,1.1895884275436401
1570908675.4419212,108,1.1936980485916138
1570908997.031433,109,1.1809495687484741
1570909317.8437366,110,1.1798932552337646
1570909638.9965115,111,1.1866943836212158
1570909960.6305726,112,1.1722666025161743
1570910282.2521706,113,1.1717466115951538
1570910603.7365525,114,1.1698793172836304
1570910924.909133,115,1.1708699464797974
1570911245.7519844,116,1.1598703861236572
