Wall time,Step,Value
1570510676.7738287,1,9.947358131408691
1570511003.6841323,2,9.214759826660156
1570511330.851055,3,9.871403694152832
1570511658.0711713,4,8.84255599975586
1570511985.1970835,5,8.847930908203125
1570512312.7068775,6,7.9382405281066895
1570512641.1314023,7,8.104314804077148
1570512969.6645641,8,6.843982696533203
1570513297.7525811,9,6.5443291664123535
1570513625.9671707,10,6.091903209686279
1570513956.051402,11,6.020077705383301
1570514284.9868417,12,5.6510539054870605
1570514614.2368665,13,5.402923107147217
1570514943.377119,14,5.173361778259277
1570515272.530256,15,5.19730281829834
1570515601.830533,16,4.962460994720459
1570515930.9306266,17,4.902087211608887
1570516260.380077,18,4.827437400817871
1570516589.8948126,19,4.721128463745117
1570516919.265779,20,4.631903648376465
1570517248.4950883,21,4.605922698974609
1570517578.145465,22,4.495950698852539
1570517907.9240146,23,4.419567108154297
1570518237.019824,24,4.380270481109619
1570518566.1438985,25,4.3073039054870605
1570518896.0076015,26,4.276045322418213
1570519225.5745063,27,4.217915058135986
1570519555.3875012,28,4.1813788414001465
1570519885.3420062,29,4.134835720062256
1570520214.8551855,30,4.108127117156982
1570520544.6650548,31,4.051533222198486
1570520874.256766,32,4.01376485824585
1570521203.9484046,33,3.9978649616241455
1570521533.8481362,34,3.9546940326690674
1570521863.600086,35,3.936232089996338
1570522193.92626,36,3.8836557865142822
1570522523.758931,37,3.8725948333740234
1570522853.3242657,38,3.8352210521698
1570523183.2427523,39,3.8102738857269287
1570523514.0909715,40,3.806351900100708
1570523843.946775,41,3.7754764556884766
1570524173.493629,42,3.7549617290496826
1570524503.5038888,43,3.725736141204834
1570524833.04051,44,3.7125532627105713
1570525163.1115232,45,3.6874947547912598
1570525492.887835,46,3.6843693256378174
1570525822.5953727,47,3.664747714996338
1570526152.1011631,48,3.6388440132141113
1570526481.4467325,49,3.6287436485290527
1570526810.6060705,50,3.603947401046753
1570527140.4356859,51,3.583728075027466
1570527470.0099235,52,3.574953079223633
1570527799.5998921,53,3.548870086669922
1570528129.5825953,54,3.5488452911376953
1570528458.8381095,55,3.5286829471588135
1570528788.1189878,56,3.4897725582122803
1570529117.184265,57,3.4856619834899902
1570529446.6981854,58,3.4771828651428223
1570529775.9743974,59,3.4596450328826904
1570530105.5039139,60,3.434889554977417
1570530435.2740204,61,3.4361109733581543
1570530764.5580406,62,3.421947956085205
1570531093.914372,63,3.400927782058716
1570531423.3197715,64,3.3916819095611572
1570531752.6807866,65,3.3827667236328125
1570532082.2357247,66,3.371659755706787
1570532411.2194915,67,3.345463991165161
1570532740.410033,68,3.34672212600708
1570533069.4071498,69,3.327003240585327
1570533399.3351007,70,3.32765531539917
1570533729.2818153,71,3.3081462383270264
1570534058.6192627,72,3.3069944381713867
1570534388.507104,73,3.280369758605957
1570534717.9345028,74,3.2718660831451416
1570535047.3194087,75,3.266864061355591
1570535376.5639002,76,3.2681005001068115
1570535706.0860932,77,3.2361366748809814
1570536035.2282016,78,3.2369890213012695
1570536364.785097,79,3.230405807495117
1570536694.5558238,80,3.2185888290405273
1570537024.7258642,81,3.20021653175354
1570537354.4800692,82,3.1825742721557617
1570537683.9883068,83,3.1814751625061035
1570538013.8059309,84,3.173879623413086
1570538343.3946855,85,3.171546220779419
1570538672.521064,86,3.1523733139038086
1570539002.2123737,87,3.1534082889556885
1570539331.7673428,88,3.14837908744812
1570539661.4605486,89,3.117846727371216
1570539990.814617,90,3.1304917335510254
1570540321.1187098,91,3.120893955230713
1570540650.4226308,92,3.097738027572632
1570540979.8209698,93,3.101625919342041
1570541310.1054533,94,3.0846526622772217
1570541639.704104,95,3.097855806350708
1570541969.0399435,96,3.070232629776001
1570542298.635585,97,3.0632970333099365
1570542627.7973127,98,3.0537655353546143
1570542956.9739943,99,3.0478577613830566
1570543286.1522632,100,3.0423519611358643
1570543616.0635438,101,3.031050205230713
1570543945.3256202,102,3.037019968032837
1570544274.772772,103,3.029744863510132
1570544603.6753595,104,3.0285308361053467
1570544932.8244088,105,3.0166749954223633
1570545261.8019354,106,3.007052421569824
1570545590.8544726,107,3.0033681392669678
1570545920.1590767,108,3.0139124393463135
1570546249.0897343,109,2.9777684211730957
1570546578.0320144,110,2.97698712348938
1570546907.8675754,111,2.9690659046173096
1570547237.145005,112,2.973400831222534
1570547566.0478494,113,2.9664156436920166
1570547895.2307706,114,2.9641942977905273
1570548224.778875,115,2.9477579593658447
1570548554.0924745,116,2.944749116897583
1570548883.8699727,117,2.9230945110321045
1570549213.823878,118,2.9294159412384033
1570549543.9972727,119,2.923532485961914
1570549874.0999446,120,2.920914649963379
1570550204.429956,121,2.9125256538391113
1570550534.4348118,122,2.9127931594848633
1570550864.714645,123,2.9189560413360596
1570551195.3786676,124,2.897012233734131
1570551525.9701521,125,2.902881622314453
1570551856.7953146,126,2.89985728263855
1570552187.3233864,127,2.885416269302368
1570552517.6855557,128,2.8738491535186768
1570552848.287391,129,2.8919789791107178
1570553179.482158,130,2.882977247238159
1570553510.6329587,131,2.86305832862854
1570553841.8329387,132,2.8601181507110596
1570554172.400956,133,2.862006187438965
1570554502.945886,134,2.8567392826080322
1570554833.5477846,135,2.851867198944092
1570555164.4148438,136,2.842167377471924
1570555495.3502805,137,2.8408024311065674
1570555826.2274508,138,2.842087745666504
1570556156.8844302,139,2.836364507675171
1570556487.7971232,140,2.8333563804626465
1570556818.9209852,141,2.815629720687866
1570557149.499568,142,2.8206546306610107
1570557480.4086342,143,2.812311887741089
1570557811.4269674,144,2.8085765838623047
1570558142.3240843,145,2.8073244094848633
1570558473.355969,146,2.800870895385742
1570558804.0372267,147,2.799945831298828
1570559135.0501041,148,2.7924787998199463
1570559465.1752098,149,2.7928643226623535
1570559796.182275,150,2.7769296169281006
1570560127.2339575,151,2.7979888916015625
1570560457.961736,152,2.7851080894470215
1570560789.0386484,153,2.7855660915374756
1570561119.736613,154,2.781686782836914
1570561450.210754,155,2.7628517150878906
1570561780.7015052,156,2.7661397457122803
1570562111.5200787,157,2.7563395500183105
1570562442.0693564,158,2.751518726348877
1570562773.3673742,159,2.757699728012085
1570563104.217332,160,2.76359224319458
1570563435.0015576,161,2.7563083171844482
1570563766.078198,162,2.7355823516845703
1570564096.8232732,163,2.7484238147735596
1570564427.416109,164,2.735703468322754
1570564757.7646246,165,2.7472283840179443
1570565088.0748618,166,2.7248451709747314
1570565418.816785,167,2.722522497177124
1570565749.4287717,168,2.7119524478912354
1570566079.8091478,169,2.743440628051758
1570566410.8517659,170,2.7088170051574707
1570566741.8220403,171,2.7282774448394775
1570567072.5819988,172,2.7129061222076416
1570567403.140747,173,2.7188172340393066
1570567733.6537082,174,2.7125539779663086
1570568064.4474857,175,2.702836036682129
1570568394.880899,176,2.691638469696045
1570568725.6042783,177,2.6897709369659424
1570569056.4820945,178,2.700331211090088
1570569386.7926314,179,2.6837120056152344
