Wall time,Step,Value
1536756751.368539,0,0.28491610288619995
1536756752.280967,1,0.04057815670967102
1536756753.2184608,2,0.0010694272350519896
1536756754.1850326,3,0.02907712385058403
1536756755.1816845,4,0.0003009707434102893
1536756756.140234,5,0.03559678792953491
1536756757.0646935,6,0.003610337618738413
1536756757.9791262,7,0.0007538989884778857
1536756758.8955648,8,0.00017494791245553643
1536756759.7819223,9,0.005206565372645855
1536756760.6702862,10,0.00021149120584595948
1536756761.6198123,11,0.0010561465751379728
1536756762.5593126,12,0.0002140136930393055
1536756763.49079,13,0.0002201917814090848
1536756764.5243616,14,0.0035787231754511595
1536756765.4999576,15,0.0001626100711291656
1536756766.773345,16,0.0002895730431191623
1536756767.9203982,17,0.00016629588208161294
1536756769.179747,18,0.00017257253057323396
1536756770.4270666,19,0.0016987889539450407
1536756771.4638238,20,0.0012924845796078444
1536756772.5537236,21,0.00033521282603032887
1536756773.501244,22,0.00010734955139923841
1536756774.3956234,23,2.993004090967588e-05
1536756775.3521686,24,0.00018763015395961702
1536756776.3658652,25,0.0003665019175969064
1536756777.3083725,26,3.5105662391288206e-05
1536756778.151616,27,0.0014203761238604784
1536756778.973803,28,0.03435840085148811
1536756779.759895,29,0.00024025517632253468
1536756780.5810795,30,0.0071943579241633415
1536756781.384216,31,0.00038112877518869936
1536756782.195374,32,0.00025220756651833653
1536756783.0105436,33,0.0024507283233106136
1536756783.8387458,34,0.00039411039324477315
1536756784.6799843,35,0.0005910611944273114
1536756785.507185,36,0.037808824330568314
1536756786.398007,37,0.001768904970958829
1536756787.2813563,38,0.00042226893128827214
1536756788.1175811,39,2.1919275241089053e-05
1536756788.960826,40,4.473247827263549e-05
1536756789.7970495,41,0.016946466639637947
1536756790.6142235,42,0.003694182727485895
1536756791.4634826,43,4.7183049900922924e-05
1536756792.3869393,44,0.00154004932846874
1536756793.2051167,45,0.018273014575242996
1536756794.046442,46,0.01977127231657505
1536756794.9558618,47,6.921653402969241e-05
1536756795.9073932,48,0.00015331942995544523
1536756796.7626684,49,5.327700637280941e-05
1536756797.5868611,50,0.01832585595548153
1536756798.4000242,51,0.0001354683336103335
1536756799.234244,52,3.2759075111243874e-05
1536756800.0804956,53,0.0015923306345939636
1536756800.91672,54,8.499012619722635e-05
1536756801.7559526,55,0.0011402805102989078
1536756802.560092,56,1.307464117417112e-05
1536756803.3692448,57,0.0007425934309139848
1536756804.1633575,58,0.001864299876615405
1536756804.951454,59,2.2617361992161022e-06
1536756805.7545907,60,1.0194938113272656e-05
1536756806.553717,61,6.421571015380323e-05
1536756807.363872,62,0.000321807834552601
1536756808.1609926,63,2.0663199393311515e-05
1536756808.953101,64,0.0075956424698233604
1536756809.7391913,65,5.476934529724531e-05
1536756810.5473413,66,0.0001421972265234217
1536756811.3615074,67,2.213669358752668e-05
1536756812.1486015,68,0.0015785570722073317
1536756812.9617667,69,0.00015009136404842138
1536756813.7809446,70,3.2864889362826943e-05
1536756814.5860865,71,7.43671043892391e-05
1536756815.374183,72,0.022057771682739258
1536756816.1602743,73,5.6499731726944447e-05
1536756816.9453633,74,0.00011385131801944226
1536756817.7304518,75,0.0016472919378429651
1536756818.5416095,76,3.30317925545387e-05
1536756819.375829,77,0.004432221408933401
1536756820.209046,78,0.03652171045541763
1536756821.0643215,79,2.590948042779928e-06
1536756821.9466689,80,9.040303120855242e-05
1536756822.752813,81,0.02231498621404171
1536756823.5940511,82,0.008720044046640396
1536756824.4413056,83,0.003991296514868736
1536756825.2344153,84,0.007904651574790478
1536756826.0185013,85,9.700223745312542e-05
1536756826.8196328,86,5.24341085110791e-05
1536756827.6348014,87,0.0007563363178633153
1536756828.4599967,88,0.016523871570825577
1536756829.3002322,89,0.00011284633364994079
1536756830.1254277,90,1.2531607353594154e-05
1536756830.9606497,91,8.447152504231781e-05
1536756831.8540263,92,0.01884686015546322
1536756832.7253444,93,7.36143920221366e-05
1536756833.5946572,94,0.006078219041228294
1536756834.4499326,95,6.333588680718094e-05
1536756835.2831492,96,0.00016287584730889648
1536756836.11336,97,0.03824663907289505
1536756836.9164946,98,9.839698759606108e-05
1536756837.7146182,99,4.532967977866065e-06
1536756838.5388107,100,9.952224218068295e-07
